2022-03-01 09:45:51.216;2022-03-01 09:47:56.342; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:48:01.750;2022-03-01 09:50:06.933; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:50:12.383;2022-03-01 09:52:17.664; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:52:23.068;2022-03-01 09:54:28.332; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:54:33.914;2022-03-01 09:56:39.165; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:56:44.812;2022-03-01 09:58:49.983; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 09:58:55.537;2022-03-01 10:01:00.719; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:01:06.198;2022-03-01 10:03:11.272; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:03:16.877;2022-03-01 10:05:22.472; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:05:28.046;2022-03-01 10:07:32.911; Duration: 0:02:04;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:07:38.627;2022-03-01 10:09:43.613; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:09:49.244;2022-03-01 10:11:54.104; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:11:59.775;2022-03-01 10:14:04.624; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:14:10.267;2022-03-01 10:16:15.147; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:16:20.870;2022-03-01 10:18:25.696; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:18:31.403;2022-03-01 10:20:36.183; Duration: 0:02:05;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:20:41.943;2022-03-01 10:22:47.231; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:22:52.869;2022-03-01 10:24:58.093; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:25:04.057;2022-03-01 10:27:10.000; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:27:18.677;2022-03-01 10:29:24.494; Duration: 0:02:06;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Check if 'PLAY RECAP' in as-commissioning.log - 2 mins/try]
2022-03-01 10:30:12.293;2022-03-01 10:42:12.477; Duration: 0:12:00;stackAPI-Ansible_upgrade_all.3c5e7-  TASK [Fail if failed > 0. or (unreachable > 0 AND no done_str)]
